tensor,latency
"[9.6689e-01,4.3705e-01,5.5341e-01,4.6933e-01,5.6265e-02,9.9691e-01,3.6439e-01,1.4839e-01,5.3883e-01,2.7082e-01,5.1819e-01,9.7769e-01,3.8109e-01,9.8135e-01,8.4417e-01,4.5526e-01,2.8182e-01,3.0294e-01,5.4803e-01,1.2363e-01,5.5608e-01,4.3330e-01,4.6114e-01,6.9714e-01,1.6186e-01,9.7674e-01,1.5175e-01,8.9056e-01,5.1517e-01,8.1845e-01,9.6130e-01,4.7506e-01]",39000.0
"[4.5800e-01,3.2836e-01,1.7384e-01,9.0631e-01,2.8391e-01,8.5270e-01,5.7815e-01,3.9889e-02,3.9245e-01,2.7082e-01,2.9076e-01,2.5460e-01,4.0782e-01,1.8263e-01,9.2713e-01,7.8452e-01,1.3952e-01,7.5221e-01,2.0678e-01,2.2619e-01,5.5608e-01,2.9955e-01,4.6258e-02,3.2451e-01,5.7156e-01,9.7674e-01,2.5292e-01,4.3086e-01,6.4486e-01,2.4811e-01,5.8830e-01,8.7129e-01]",39000.0
"[9.1088e-01,3.2836e-01,3.3617e-01,2.9577e-01,9.1916e-01,9.3904e-01,4.0315e-01,4.8909e-01,4.2679e-01,6.7204e-01,6.1881e-01,7.9054e-01,9.8823e-01,8.4214e-01,8.4417e-01,7.4687e-01,8.2762e-01,4.9873e-01,8.2036e-01,6.8663e-01,2.9520e-01,4.5474e-01,4.6258e-02,2.1265e-01,7.7004e-01,1.8292e-01,9.2731e-01,9.7340e-01,4.6190e-01,5.3010e-01,1.3253e-01,8.4762e-01]",39000.0
"[9.6689e-01,3.2836e-01,8.6309e-01,9.9687e-01,5.2086e-01,5.4514e-01,3.6439e-01,3.8219e-01,2.9956e-01,3.7114e-01,5.1819e-01,6.6573e-01,4.5963e-01,7.0960e-01,2.8571e-01,6.4809e-01,4.4212e-01,3.0294e-01,7.9567e-01,9.3503e-01,3.6863e-01,8.9507e-01,2.0111e-01,1.6619e-01,6.7871e-01,7.9602e-01,1.7016e-01,4.3086e-01,9.1485e-01,8.1845e-01,2.2890e-01,4.2881e-01]",39000.0
"[9.6689e-01,3.2836e-01,5.5539e-01,9.0631e-01,4.1085e-01,8.4417e-01,1.4049e-01,3.9889e-02,4.2679e-01,1.8968e-02,4.9231e-01,7.3501e-01,5.6471e-01,4.0958e-02,8.4417e-01,4.0190e-01,6.6893e-01,3.0294e-01,5.4803e-01,9.8690e-01,5.5608e-01,3.1166e-01,1.1632e-01,5.0816e-01,2.4359e-01,8.3826e-01,5.5222e-01,4.4833e-01,5.6556e-01,7.1578e-01,4.8517e-01,8.7129e-01]",39000.0
"[6.6691e-01,6.6870e-02,9.6109e-01,3.2956e-02,2.1113e-01,4.1314e-01,7.2137e-01,3.2085e-01,4.2679e-01,1.5186e-01,4.0717e-01,2.5460e-01,4.0782e-01,8.6663e-01,7.7327e-01,4.1241e-01,4.4212e-01,1.7110e-01,5.4803e-01,9.8690e-01,5.8972e-01,6.1422e-01,5.4415e-01,3.3560e-01,7.0081e-01,8.8589e-01,1.7016e-01,4.3086e-01,4.0153e-01,8.1845e-01,8.9019e-01,6.0052e-01]",39000.0
"[3.4548e-01,1.1499e-01,8.6309e-01,9.0631e-01,9.1916e-01,1.7470e-01,3.6439e-01,3.6452e-01,4.2679e-01,2.7082e-01,8.6568e-01,3.8367e-01,2.8391e-01,1.1533e-01,8.4417e-01,1.3838e-01,8.0099e-01,7.0524e-01,9.4114e-01,7.0813e-01,5.5608e-01,4.3330e-01,3.1682e-03,8.5497e-01,6.7871e-01,9.5600e-01,1.2720e-02,1.9835e-01,6.9697e-01,6.6408e-01,8.9019e-01,1.8804e-01]",39000.0
"[9.6689e-01,3.2836e-01,9.9897e-01,3.5349e-01,4.6447e-01,3.0951e-01,9.0907e-01,5.5905e-01,5.1426e-01,8.6714e-01,5.1819e-01,3.0885e-01,4.0782e-01,2.5010e-01,8.4417e-01,9.5945e-02,4.4212e-01,3.0294e-01,5.4803e-01,1.4648e-01,6.0195e-01,4.0064e-01,4.6258e-02,2.2138e-01,6.7871e-01,4.9919e-01,1.7016e-01,4.3086e-01,4.1223e-01,9.4317e-01,8.9019e-01,5.8585e-01]",39000.0
"[9.6689e-01,7.0424e-01,2.3724e-01,3.9036e-01,2.4003e-01,8.3735e-01,8.1556e-01,6.8543e-01,4.2679e-01,2.5883e-01,1.7627e-02,2.5460e-01,3.7039e-01,5.3939e-01,8.2361e-01,7.8452e-01,9.8077e-01,3.0294e-01,3.5413e-01,2.4999e-01,5.5608e-01,1.8048e-01,4.6258e-02,9.0810e-03,6.7871e-01,9.7674e-01,1.7016e-01,1.3557e-01,6.7902e-01,8.6241e-01,8.9019e-01,4.8884e-01]",39000.0
"[9.6689e-01,3.2836e-01,3.0142e-01,7.0616e-01,1.3563e-01,1.8648e-02,3.6439e-01,9.1628e-01,8.8456e-01,6.0701e-01,5.1819e-01,2.5460e-01,1.4359e-01,7.5170e-01,5.7856e-01,7.8452e-01,4.4212e-01,1.4031e-01,5.4803e-01,5.9321e-01,1.7961e-03,2.9012e-02,4.6258e-02,4.3252e-01,9.6773e-02,5.0542e-02,3.8861e-01,4.3086e-01,6.2134e-01,6.0365e-01,3.5019e-01,8.7129e-01]",39000.0
"[8.9300e-01,6.0739e-01,8.2278e-01,9.0631e-01,5.5532e-01,8.3735e-01,8.0085e-02,6.1151e-01,4.2679e-01,2.7082e-01,5.8154e-01,5.5214e-01,8.1391e-02,3.5039e-01,3.6734e-01,7.8452e-01,4.4212e-01,2.0724e-01,4.5965e-01,9.8690e-01,1.9929e-01,4.3330e-01,4.4986e-01,2.2138e-01,9.0932e-02,9.7674e-01,1.7016e-01,4.3086e-01,1.2961e-01,9.2777e-02,8.9019e-01,8.7129e-01]",39000.0
"[9.6689e-01,9.8199e-01,8.6309e-01,9.0631e-01,9.1916e-01,8.3735e-01,4.5271e-01,9.2940e-02,4.2679e-01,9.9914e-01,5.1819e-01,2.5460e-01,2.7244e-01,5.9232e-01,5.1248e-01,9.3730e-02,1.4175e-01,3.7119e-01,5.4803e-01,9.8690e-01,4.2651e-01,4.3330e-01,1.3180e-01,2.2271e-01,3.1893e-01,2.9533e-01,6.8638e-01,4.0750e-02,3.2834e-01,5.3952e-01,5.7345e-01,9.3325e-01]",39000.0
"[7.3258e-01,8.4463e-01,8.6309e-01,3.2158e-01,9.2581e-01,3.5088e-01,3.6439e-01,3.9889e-02,9.8514e-01,2.7082e-01,5.1819e-01,2.5460e-01,4.7159e-01,2.4823e-01,8.4417e-01,7.8452e-01,5.9370e-01,6.3447e-01,7.2439e-01,4.4817e-01,5.5608e-01,4.2789e-01,7.0462e-02,7.8649e-01,6.7871e-01,4.5676e-01,6.1440e-01,4.3086e-01,5.6556e-01,8.1845e-01,6.7252e-01,6.9941e-01]",39000.0
"[9.6689e-01,1.5389e-01,7.1908e-01,9.0631e-01,7.2410e-01,8.3735e-01,3.6439e-01,3.0763e-01,6.1678e-01,2.7082e-01,5.5513e-02,6.2692e-01,4.0782e-01,3.5039e-01,8.4417e-01,4.5033e-01,7.8054e-01,3.0294e-01,9.8830e-01,7.5037e-01,5.5608e-01,4.3330e-01,7.6883e-01,2.8544e-01,6.7871e-01,9.7674e-01,4.1545e-01,1.8151e-01,9.7959e-01,2.9960e-01,8.9019e-01,8.7129e-01]",39000.0
"[1.2620e-01,3.2836e-01,8.9605e-01,7.9802e-01,9.1916e-01,8.3735e-01,2.3032e-01,3.6507e-01,2.3541e-01,1.6678e-01,1.9355e-01,8.2533e-02,6.3337e-01,1.9500e-01,6.4712e-02,7.8452e-01,6.3705e-01,9.1830e-01,5.4803e-01,6.6150e-01,5.5608e-01,1.3711e-01,1.6635e-01,4.1817e-01,6.7871e-01,1.7732e-01,4.2499e-01,5.8925e-01,5.6556e-01,9.4457e-01,5.9448e-01,9.2021e-01]",39000.0
"[9.6689e-01,2.2255e-01,6.1054e-01,2.6820e-01,1.2324e-01,8.3735e-01,3.6439e-01,2.4355e-01,2.9992e-01,9.9277e-01,1.0336e-01,2.5460e-01,4.0782e-01,2.7023e-01,3.8556e-01,1.9519e-01,4.4212e-01,3.0294e-01,5.4803e-01,5.8837e-02,7.8443e-01,1.1710e-01,5.4246e-01,2.1654e-01,6.7871e-01,6.2463e-01,1.7016e-01,4.3086e-01,9.1287e-01,5.1962e-01,8.9019e-01,8.7129e-01]",39000.0
"[9.6689e-01,7.8020e-01,8.6309e-01,9.0631e-01,2.0845e-01,8.3735e-01,3.6439e-01,5.8338e-01,4.2679e-01,3.3598e-02,9.6466e-01,2.5460e-01,4.0782e-01,1.8282e-01,3.6102e-01,4.0886e-02,9.1814e-01,7.0931e-01,2.5885e-01,9.8690e-01,5.5608e-01,4.3330e-01,4.6258e-02,2.2138e-01,6.7871e-01,4.0452e-02,6.9557e-01,8.2275e-01,3.7936e-01,8.1845e-01,8.9019e-01,4.9824e-01]",39000.0
"[9.6689e-01,9.6393e-01,8.6309e-01,9.0631e-01,7.5310e-01,5.0914e-01,6.4690e-01,3.9889e-02,4.1626e-01,3.6238e-01,6.5236e-02,9.0725e-01,4.0782e-01,3.5039e-01,8.4417e-01,7.8452e-01,9.9802e-01,7.9444e-01,5.4803e-01,8.7170e-01,5.8411e-01,1.8030e-01,5.1320e-01,2.2138e-01,6.7871e-01,1.3218e-01,4.0286e-01,4.3086e-01,7.3728e-01,8.1845e-01,8.3339e-01,8.1548e-01]",39000.0
"[9.6689e-01,3.4089e-01,1.6156e-01,8.5232e-01,3.3487e-01,4.7481e-01,5.1651e-01,8.1950e-01,4.2679e-01,4.5134e-01,5.1819e-01,2.5460e-01,7.4222e-01,9.1742e-01,8.4417e-01,8.4928e-01,5.9310e-01,2.4599e-01,7.6863e-02,9.8690e-01,5.5608e-01,4.3330e-01,4.6258e-02,6.8609e-01,3.3874e-01,9.7674e-01,1.7016e-01,4.3086e-01,5.6556e-01,7.3065e-01,2.6906e-01,8.7129e-01]",39000.0
"[9.6689e-01,2.2916e-02,3.7640e-01,6.0921e-01,6.9073e-01,6.6086e-01,7.8139e-01,3.1390e-02,4.2679e-01,7.3764e-01,1.3842e-01,2.5460e-01,8.4265e-01,3.5039e-01,8.9246e-01,7.8452e-01,4.4212e-01,2.8455e-01,5.4803e-01,4.4490e-01,6.1954e-01,8.9212e-01,4.6258e-02,8.6998e-01,2.1849e-01,6.7689e-01,2.5670e-01,4.3086e-01,5.6556e-01,8.1845e-01,1.8658e-02,8.5510e-01]",39000.0
"[9.6128e-01,5.9960e-01,8.6622e-01,3.4808e-01,9.1916e-01,8.3735e-01,8.3176e-01,2.7912e-01,8.2789e-01,8.1803e-01,6.0966e-01,6.3831e-01,4.3845e-01,7.5474e-01,7.2050e-01,1.1456e-01,4.4212e-01,4.4081e-01,6.0195e-01,9.4549e-01,5.5608e-01,3.0715e-02,4.6258e-02,8.2944e-01,9.5006e-01,9.7674e-01,1.5017e-01,5.1300e-01,5.6556e-01,8.1845e-01,7.3304e-01,8.7129e-01]",39000.0
"[8.1948e-01,3.9936e-01,7.1808e-01,4.5136e-01,9.1916e-01,8.3735e-01,3.6439e-01,9.2366e-01,1.8106e-01,1.5561e-01,4.3981e-01,5.5583e-01,7.7322e-01,6.6734e-01,8.4417e-01,7.8452e-01,5.1416e-01,2.5019e-01,5.4803e-01,4.1337e-01,4.7338e-01,4.3330e-01,4.6258e-02,2.2138e-01,7.6076e-01,9.7674e-01,9.0218e-01,4.3086e-01,5.6430e-02,2.2151e-01,8.9019e-01,6.9855e-02]",39000.0
"[4.9489e-01,3.2836e-01,8.6309e-01,9.0631e-01,6.0360e-02,4.6728e-02,3.6439e-01,8.5213e-01,4.2679e-01,3.9512e-01,2.8734e-01,2.5460e-01,9.2658e-01,3.1374e-01,1.4816e-03,5.5630e-01,1.8155e-02,5.5305e-01,5.4803e-01,9.0727e-02,1.8516e-01,4.3330e-01,4.6258e-02,4.8458e-02,6.7871e-01,9.7674e-01,1.7016e-01,3.8810e-01,3.2332e-01,9.0577e-01,4.4158e-01,3.7314e-01]",39000.0
"[7.2515e-01,3.7110e-02,1.0807e-02,9.2611e-01,9.1447e-01,8.3735e-01,3.6439e-01,3.9889e-02,5.9073e-01,2.7082e-01,9.8521e-01,7.7104e-01,5.1779e-01,2.0131e-02,8.4417e-01,8.0588e-01,8.3632e-01,3.0294e-01,7.9674e-01,9.8690e-01,2.9913e-01,4.3330e-01,2.2493e-01,2.2138e-01,2.5594e-01,7.0476e-01,6.5487e-01,4.3086e-01,2.0341e-01,2.6277e-02,1.9209e-01,2.3340e-01]",39000.0
"[9.0378e-01,9.0838e-01,8.6309e-01,5.5295e-01,9.0027e-01,2.8774e-01,3.6439e-01,3.9889e-02,4.2679e-01,8.9814e-01,5.1643e-01,2.5460e-01,7.9538e-01,3.9303e-01,7.6959e-01,9.2381e-02,4.4212e-01,6.1408e-01,5.4803e-01,9.8690e-01,5.5608e-01,9.5101e-01,4.1664e-01,1.0193e-01,6.7871e-01,8.0747e-01,1.2011e-01,1.8637e-01,6.2912e-01,6.4781e-02,8.4411e-01,8.7129e-01]",39000.0
"[9.6689e-01,9.2902e-02,7.7515e-01,9.0631e-01,7.9945e-01,8.3735e-01,9.0402e-01,1.8639e-01,4.2679e-01,7.5448e-02,5.1819e-01,7.8902e-01,4.9344e-01,3.5039e-01,8.4417e-01,1.7247e-01,4.4212e-01,3.0294e-01,9.4780e-01,3.8003e-01,8.5823e-01,5.9478e-01,8.1391e-01,1.7169e-01,9.9461e-02,9.7674e-01,8.6810e-01,7.3884e-01,1.6264e-01,4.9148e-01,2.3590e-01,8.7129e-01]",39000.0
"[6.8536e-01,7.2553e-01,8.6309e-01,5.7671e-01,9.1916e-01,2.2077e-01,1.1982e-01,3.9889e-02,2.4683e-01,2.7082e-01,4.8985e-01,9.4514e-01,4.0782e-01,4.0346e-01,8.4417e-01,7.9342e-01,4.4212e-01,2.1724e-01,5.2071e-01,9.8690e-01,5.5608e-01,4.3330e-01,4.6258e-02,2.2138e-01,4.9387e-01,7.0308e-01,1.7016e-01,4.3086e-01,9.7540e-01,7.5979e-01,3.1590e-01,6.7492e-01]",39000.0
"[8.0022e-01,1.6356e-01,6.3423e-01,2.7184e-01,9.2694e-01,3.0868e-01,5.4579e-01,3.8998e-01,4.2679e-01,2.7082e-01,5.1819e-01,2.5460e-01,7.8640e-01,3.5039e-01,8.4417e-01,4.5796e-01,9.3595e-01,7.1764e-01,9.9999e-01,9.4842e-01,5.7880e-02,7.9249e-01,4.6258e-02,7.7278e-01,7.1780e-01,9.7674e-01,1.7016e-01,9.1424e-01,3.1792e-01,6.2460e-01,8.5959e-01,8.7129e-01]",39000.0
"[9.6689e-01,7.9473e-01,9.2553e-01,9.0631e-01,7.7302e-01,8.3735e-01,3.6439e-01,5.9146e-01,8.8578e-01,1.3960e-01,9.9503e-01,2.5460e-01,2.4078e-01,5.9164e-01,8.4417e-01,3.1145e-01,8.4233e-01,3.0294e-01,9.9756e-02,3.5681e-01,5.5608e-01,4.3330e-01,4.6258e-02,9.7284e-01,6.7871e-01,3.9372e-02,6.9518e-01,3.6098e-02,7.9460e-01,8.1845e-01,7.9417e-02,5.2711e-01]",39000.0
"[9.6689e-01,8.3086e-01,8.6309e-01,9.0631e-01,7.0801e-01,9.3280e-01,2.6899e-01,3.9889e-02,4.2679e-01,2.7082e-01,5.3471e-01,2.5460e-01,4.0782e-01,3.5039e-01,5.6408e-01,5.8281e-01,7.7654e-01,3.0294e-01,2.0973e-01,9.8690e-01,5.2240e-01,4.3330e-01,8.9389e-01,2.2138e-01,6.2987e-01,9.7674e-01,1.7016e-01,4.3086e-01,5.6556e-01,8.1845e-01,1.8073e-01,2.6300e-01]",39000.0
"[3.2036e-01,5.6017e-01,2.0461e-01,3.9630e-01,3.2764e-01,6.6207e-02,5.0571e-01,1.8442e-01,4.2679e-01,3.2858e-01,5.1819e-01,3.5770e-01,4.0782e-01,9.3608e-01,8.4417e-01,7.8452e-01,5.7952e-01,3.0294e-01,5.4803e-01,4.5412e-02,2.0577e-01,7.4469e-01,4.6258e-02,8.4942e-01,7.2804e-01,2.5293e-02,7.3046e-01,5.6577e-01,6.3809e-01,8.1845e-01,4.8126e-01,7.4363e-01]",39000.0
"[9.9932e-01,6.8300e-01,7.1667e-01,8.2470e-01,9.1916e-01,6.5728e-01,7.0938e-01,3.9889e-02,5.2729e-01,2.0594e-02,9.0329e-01,9.7606e-01,7.5711e-01,4.1373e-01,8.4213e-01,2.6084e-01,4.4212e-01,3.0294e-01,6.8982e-01,9.8690e-01,4.7445e-01,4.3330e-01,3.2569e-01,3.6556e-01,2.3411e-01,1.9914e-01,5.3971e-01,7.8613e-01,5.6556e-01,8.1845e-01,3.5933e-01,8.7129e-01]",39000.0
"[4.7060e-01,6.5033e-01,9.6177e-01,9.0631e-01,9.1916e-01,8.1839e-01,3.6439e-01,1.0414e-01,8.9195e-02,1.2089e-01,4.3923e-02,2.4201e-01,4.0782e-01,5.4949e-01,9.7118e-01,6.8671e-02,4.4212e-01,3.0294e-01,6.6193e-01,3.8148e-01,6.3935e-01,4.3330e-01,4.6258e-02,7.3804e-01,2.9269e-01,1.6835e-01,1.7016e-01,4.7980e-01,4.4680e-01,8.1845e-01,4.1723e-01,8.7129e-01]",39000.0
"[9.6689e-01,2.6880e-01,8.6309e-01,9.0631e-01,8.2021e-01,5.9879e-01,8.1948e-01,9.3004e-01,5.4365e-01,2.7082e-01,5.1819e-01,7.3083e-02,4.2728e-01,8.1114e-01,8.4417e-01,1.6825e-01,6.9618e-01,9.3408e-01,3.0863e-01,7.8204e-01,5.5608e-01,5.6631e-01,4.6258e-02,2.2138e-01,4.0847e-01,8.2389e-01,6.8144e-01,4.3086e-01,5.6556e-01,5.1597e-01,6.3509e-01,7.6925e-01]",39000.0
"[9.6689e-01,9.1277e-01,3.9023e-01,9.0631e-01,3.3688e-01,9.6083e-01,3.6439e-01,7.8018e-01,4.6051e-01,1.9205e-01,5.1819e-01,5.7026e-01,2.1195e-01,4.5221e-01,3.4237e-01,3.3152e-01,4.4212e-01,3.0294e-01,3.0610e-01,3.0009e-01,8.6275e-01,4.4946e-01,1.2781e-02,2.2138e-01,3.9680e-01,9.7674e-01,2.3827e-01,4.3086e-01,5.7535e-03,8.1845e-01,8.9019e-01,9.9976e-01]",39000.0
"[2.7226e-02,3.2836e-01,2.4737e-01,2.9157e-01,7.0150e-01,8.3735e-01,6.3185e-03,3.9889e-02,7.3365e-01,5.4216e-01,6.3165e-01,3.0427e-01,4.5698e-01,3.5039e-01,8.5081e-01,2.9390e-02,4.4212e-01,9.0634e-01,9.9089e-01,3.9390e-02,5.5608e-01,8.7191e-01,4.0403e-01,9.7049e-01,6.7871e-01,9.7915e-01,4.1880e-01,9.2686e-01,5.6556e-01,7.1708e-01,8.9019e-01,8.7129e-01]",39000.0
"[9.6689e-01,6.9094e-01,5.9500e-01,8.8736e-01,9.1916e-01,8.3735e-01,1.5922e-01,1.6641e-01,6.0005e-01,2.7082e-01,5.1819e-01,8.5586e-01,2.5820e-01,3.5039e-01,5.2069e-03,5.2139e-01,1.0916e-01,3.0294e-01,5.4803e-01,9.8690e-01,9.4929e-01,4.3330e-01,4.6258e-02,2.2138e-01,5.4128e-01,8.2505e-01,2.5086e-01,7.4566e-01,5.6556e-01,8.1845e-01,8.9019e-01,8.3596e-01]",39000.0
"[9.8605e-01,3.2836e-01,9.6609e-01,2.5721e-01,4.2639e-01,4.0798e-01,6.4198e-01,3.9889e-02,9.2590e-01,2.7082e-01,5.4365e-01,6.1093e-01,9.0545e-01,4.7220e-01,8.4417e-01,5.5094e-01,7.8314e-01,8.3065e-01,4.4750e-01,9.8690e-01,1.9849e-01,4.3330e-01,4.6258e-02,2.2138e-01,1.2613e-01,9.6218e-01,4.0275e-01,1.6229e-01,5.6556e-01,8.1845e-01,7.0326e-01,8.7129e-01]",39000.0
"[5.2308e-01,4.4904e-01,6.2614e-01,3.4874e-01,9.3139e-01,7.5334e-01,6.2217e-01,3.9889e-02,1.7217e-01,8.2717e-01,3.4076e-03,6.7363e-01,3.7878e-01,5.8599e-01,9.6528e-01,6.4030e-01,7.2156e-01,3.0877e-01,5.9781e-02,7.6208e-01,5.5608e-01,8.0323e-01,4.6258e-02,4.6400e-01,6.6494e-02,6.6373e-01,5.9247e-02,9.8318e-01,3.5072e-01,8.1845e-01,7.5229e-02,8.7129e-01]",39000.0
"[2.9538e-01,3.2836e-01,7.2413e-01,9.0631e-01,7.8423e-01,1.0398e-01,7.6756e-01,3.9889e-02,9.9353e-01,9.5100e-01,9.4150e-01,1.7202e-01,6.6299e-01,3.5039e-01,8.4417e-01,7.8452e-01,9.5597e-01,8.1182e-02,6.8199e-01,8.9596e-01,1.7517e-01,5.1059e-01,6.5330e-01,2.2138e-01,7.5512e-01,9.7674e-01,1.7016e-01,5.7694e-01,9.4415e-01,8.1845e-01,8.9019e-01,3.0826e-01]",39000.0
"[6.9153e-01,3.2836e-01,8.6309e-01,7.3277e-01,8.7671e-02,4.6264e-03,3.8172e-01,5.2435e-01,6.5843e-01,5.1728e-01,8.5780e-01,2.5460e-01,4.0782e-01,7.6091e-01,1.0695e-01,7.8452e-01,6.2533e-01,3.0294e-01,1.3165e-01,5.8174e-01,6.3995e-01,5.4498e-01,4.6258e-02,7.2864e-02,6.7871e-01,5.8881e-01,1.7016e-01,3.4179e-01,5.6556e-01,3.2624e-01,8.9019e-01,4.9650e-01]",39000.0
"[9.6689e-01,3.2836e-01,8.5152e-02,4.9221e-01,1.8576e-02,5.8550e-01,5.8720e-01,8.0410e-01,8.2504e-01,1.7139e-01,9.8294e-01,3.3976e-01,3.5496e-01,6.9531e-01,3.8775e-01,7.8452e-01,8.4774e-01,3.1713e-01,3.2824e-01,9.8690e-01,4.0891e-01,4.3330e-01,4.6258e-02,2.2138e-01,6.7871e-01,4.2038e-01,1.7016e-01,6.2035e-01,5.6556e-01,6.2348e-02,8.9019e-01,6.9640e-02]",39000.0
"[6.7699e-02,7.5027e-01,3.1378e-01,9.0755e-01,7.8036e-01,8.3735e-01,3.6439e-01,3.9889e-02,8.0973e-01,6.9027e-01,5.1819e-01,2.5460e-01,4.0782e-01,9.2994e-01,8.4417e-01,6.2357e-02,3.1004e-01,3.0294e-01,2.7409e-01,3.0007e-02,4.8462e-01,4.3330e-01,8.4867e-01,4.8666e-01,6.7871e-01,9.7674e-01,2.9718e-01,4.7728e-01,4.8288e-01,8.1845e-01,8.9019e-01,9.0603e-01]",39000.0
"[8.8024e-01,8.4639e-01,7.6260e-01,9.0631e-01,1.7310e-01,8.1329e-01,4.6490e-01,5.0563e-01,4.2679e-01,2.7082e-01,1.8603e-01,7.1663e-01,4.0782e-01,7.1835e-01,8.4417e-01,7.8452e-01,4.4212e-01,5.5867e-01,5.4803e-01,3.8564e-01,8.1641e-01,8.1432e-01,4.6258e-02,2.2138e-01,6.6088e-01,9.7674e-01,1.7016e-01,4.3086e-01,7.8654e-01,1.4749e-01,3.1672e-02,4.7511e-01]",39000.0
"[5.1942e-01,8.7775e-01,6.2028e-01,7.9708e-01,9.1916e-01,5.4712e-01,3.6439e-01,3.9889e-02,5.5832e-01,4.3263e-01,5.1819e-01,7.8023e-01,4.0782e-01,7.7806e-01,4.3340e-02,7.8452e-01,8.0262e-01,3.0294e-01,8.0071e-01,1.9409e-01,7.6386e-01,3.2798e-02,9.3707e-01,1.5145e-01,1.0197e-01,6.7688e-02,9.7354e-01,4.3086e-01,1.2800e-01,5.8224e-01,7.8722e-02,6.0700e-01]",39000.0
"[9.6689e-01,3.2836e-01,9.3229e-01,9.0631e-01,9.1916e-01,8.8434e-01,3.6439e-01,5.6663e-01,4.9632e-01,2.7082e-01,5.1819e-01,2.5460e-01,4.1403e-01,2.4533e-01,8.4417e-01,4.5862e-02,4.4212e-01,3.0294e-01,5.4803e-01,1.0873e-01,5.5608e-01,9.1934e-01,1.1358e-01,9.1476e-01,6.7871e-01,4.0036e-02,1.7016e-01,4.3086e-01,5.6556e-01,9.3142e-01,8.9019e-01,4.2692e-01]",39000.0
"[7.1239e-01,7.3707e-01,3.6140e-01,9.0631e-01,3.9841e-01,9.7399e-01,1.0127e-01,4.2999e-01,4.2679e-01,2.7082e-01,5.1819e-01,2.5460e-01,5.1667e-01,3.4325e-01,8.1800e-01,8.8743e-01,4.1446e-01,3.0294e-01,3.0300e-01,9.8690e-01,5.5608e-01,8.7857e-01,4.6258e-02,7.5404e-01,2.7111e-01,2.1863e-02,1.7016e-01,9.4080e-01,9.3117e-01,4.8547e-02,4.0020e-01,8.7129e-01]",39000.0
"[9.6689e-01,3.2836e-01,7.2750e-01,1.5630e-01,9.1916e-01,8.3735e-01,5.3803e-01,3.9889e-02,4.3513e-01,2.7082e-01,8.4221e-01,5.7653e-01,1.1511e-01,3.5039e-01,8.4417e-01,7.8452e-01,4.4212e-01,7.1761e-01,8.6602e-02,9.8690e-01,2.4763e-01,4.3330e-01,3.9237e-01,2.2138e-01,5.6600e-01,4.7484e-01,1.7016e-01,5.1437e-01,4.8933e-01,8.1845e-01,6.8899e-01,5.1949e-01]",39000.0
"[8.2790e-01,5.1821e-01,8.6309e-01,2.6278e-01,7.9703e-01,8.3735e-01,3.6439e-01,3.9889e-02,1.8404e-01,7.4287e-01,5.1819e-01,2.5460e-01,4.7189e-01,1.5267e-01,8.4417e-01,7.8452e-01,6.4470e-01,1.2414e-01,5.4803e-01,9.8690e-01,5.5608e-01,2.2254e-01,5.4808e-01,2.2138e-01,9.6220e-01,9.7674e-01,6.1462e-01,4.3086e-01,5.6556e-01,8.1845e-01,4.7778e-01,8.7129e-01]",39000.0
"[9.6689e-01,3.2836e-01,2.9373e-01,9.0631e-01,9.2479e-01,9.6475e-01,8.9051e-02,7.9042e-01,6.0772e-01,2.5923e-01,5.1819e-01,4.1752e-01,7.2474e-01,3.5862e-01,8.4417e-01,7.8452e-01,2.7296e-01,8.3217e-01,9.0510e-01,4.7494e-01,5.5608e-01,4.3330e-01,4.6258e-02,2.2138e-01,6.7871e-01,9.7674e-01,8.6719e-01,7.2595e-01,1.2201e-01,1.8291e-01,7.2990e-01,6.0106e-01]",39000.0
"[9.6689e-01,3.2836e-01,2.3062e-01,2.7702e-01,9.1916e-01,6.9773e-01,5.7706e-02,3.9889e-02,5.3539e-01,9.6863e-01,5.1819e-01,2.1880e-01,4.0782e-01,3.5039e-01,8.4417e-01,7.8452e-01,6.2706e-01,9.5594e-01,9.5692e-01,9.8690e-01,6.9248e-01,5.1703e-01,4.6258e-02,6.8708e-01,5.7624e-01,8.7816e-01,2.0394e-01,4.3086e-01,8.6042e-01,8.1845e-01,8.9019e-01,2.5992e-01]",39000.0
"[6.2066e-01,7.2764e-01,3.1758e-02,6.2320e-01,7.7613e-01,6.8336e-01,8.0567e-01,3.9889e-02,2.7804e-01,8.8325e-01,5.4171e-01,2.5460e-01,3.8553e-01,1.8029e-01,6.4490e-01,1.5904e-01,4.4212e-01,9.1885e-01,1.6723e-01,6.2030e-01,5.5608e-01,1.6830e-01,3.9446e-02,5.6448e-01,6.7871e-01,6.8637e-01,1.7016e-01,4.0845e-01,6.5668e-01,3.1312e-01,1.2139e-01,3.6263e-01]",39000.0
"[9.6689e-01,2.6170e-01,8.6309e-01,1.3595e-01,8.2818e-01,6.7409e-02,4.1692e-01,3.7907e-03,1.7247e-01,4.5845e-01,6.4039e-01,2.5460e-01,1.8362e-01,2.6268e-01,8.4417e-01,4.5271e-01,1.2747e-01,3.0294e-01,4.9919e-01,2.5670e-01,5.5608e-01,9.8142e-03,4.6258e-02,7.6790e-01,8.5635e-01,2.8149e-01,3.8531e-01,8.1036e-01,5.6556e-01,2.2604e-01,8.9019e-01,8.7129e-01]",39000.0
