tensor,latency
"[9.6689e-01,5.3735e-01,8.3663e-01,9.0631e-01,2.2049e-01,9.3144e-01,5.7240e-01,3.9889e-02,8.6425e-01,2.7082e-01,5.1819e-01,3.5696e-02,4.5575e-01,4.3811e-01,8.4417e-01,7.8452e-01,2.2667e-01,3.0294e-01,5.4304e-01,7.6789e-01,5.5608e-01,8.8151e-01,5.1303e-01,5.9697e-03,8.4350e-02,9.7674e-01,4.3887e-01,4.3086e-01,9.0386e-01,9.6150e-01,8.9019e-01,3.3311e-01]",39000.0
"[7.2203e-01,3.2836e-01,9.8493e-01,5.2466e-01,8.0568e-01,8.3735e-01,1.2290e-02,3.9889e-02,4.2679e-01,2.2505e-01,4.3823e-02,8.8018e-01,9.7747e-01,3.2719e-01,8.4417e-01,7.8452e-01,4.4212e-01,7.2565e-01,9.5173e-01,4.6740e-01,5.2380e-01,4.4824e-01,3.2251e-01,3.1969e-01,6.7871e-01,1.4432e-01,1.7016e-01,2.4945e-01,1.9237e-01,2.3385e-01,6.2877e-01,6.7112e-01]",39000.0
"[9.1771e-01,5.4256e-02,8.6309e-01,7.2719e-01,9.1916e-01,7.7041e-01,9.5400e-01,7.0346e-01,8.1882e-01,9.8815e-01,3.5208e-01,9.8251e-01,8.2732e-01,3.5039e-01,8.4417e-01,7.8452e-01,7.5199e-01,3.0294e-01,1.5369e-01,9.3872e-02,2.9269e-01,8.1040e-02,6.5069e-01,7.2956e-01,2.7694e-01,5.5294e-01,3.3122e-01,3.6604e-01,9.2846e-01,8.1917e-01,9.0819e-01,3.4653e-01]",39000.0
"[6.6300e-01,3.2836e-01,4.5981e-01,7.7638e-01,3.3408e-01,2.1576e-01,3.6439e-01,9.1756e-02,4.2679e-01,2.7082e-01,5.1819e-01,8.0932e-01,4.0782e-01,3.5039e-01,6.7490e-01,3.8792e-01,4.4212e-01,2.9871e-01,5.4803e-01,9.8690e-01,1.1180e-01,4.3330e-01,4.6258e-02,7.5980e-01,6.7871e-01,9.8913e-01,1.7016e-01,4.3086e-01,4.7437e-01,7.8227e-01,8.9019e-01,8.7129e-01]",39000.0
"[9.6689e-01,2.3351e-01,9.2514e-01,9.0631e-01,9.1916e-01,8.3735e-01,3.1551e-01,3.9889e-02,4.6748e-01,5.3847e-02,5.1819e-01,2.6599e-01,3.2285e-01,3.5039e-01,1.1505e-01,5.8190e-01,4.4212e-01,3.0294e-01,1.6442e-01,9.8690e-01,5.5608e-01,1.3419e-01,2.6874e-01,1.2973e-01,6.3373e-01,3.9885e-02,1.9514e-01,2.9132e-01,5.5828e-01,1.8750e-01,7.5517e-01,8.7129e-01]",39000.0
"[9.6689e-01,9.9887e-01,8.6309e-01,1.7773e-01,9.1916e-01,8.3735e-01,7.5550e-01,9.9768e-01,4.2679e-01,1.3039e-01,5.1819e-01,6.7345e-01,8.6013e-01,4.1830e-01,8.4264e-01,7.8452e-01,4.4212e-01,3.0294e-01,5.4803e-01,9.4602e-01,1.7728e-01,6.9214e-01,4.6258e-02,2.2138e-01,9.3580e-01,4.6569e-01,9.5602e-01,4.3086e-01,5.6556e-01,8.1845e-01,8.9019e-01,6.9751e-01]",39000.0
"[9.6689e-01,6.6763e-01,8.6309e-01,2.9936e-01,9.1916e-01,8.3735e-01,6.6086e-01,2.2849e-02,8.9047e-01,4.8906e-01,5.1819e-01,7.3610e-01,2.9953e-01,5.1151e-01,1.5801e-01,4.7768e-01,9.6491e-01,3.0294e-01,7.0389e-01,7.2654e-01,5.5608e-01,2.0177e-01,6.5737e-01,8.7340e-01,7.0162e-01,9.7674e-01,2.5826e-01,3.2546e-01,5.6556e-01,4.6766e-01,8.9019e-01,1.7656e-01]",39000.0
"[7.5642e-01,1.3012e-01,3.0979e-01,9.0631e-01,9.1916e-01,1.7367e-01,4.7711e-01,5.2548e-01,3.5520e-01,5.1022e-01,5.1376e-01,5.0823e-01,4.0782e-01,9.9911e-01,5.5148e-02,7.8452e-01,8.3318e-01,3.5489e-01,2.7047e-02,3.5948e-01,7.1842e-01,2.8304e-01,4.6258e-02,2.2138e-01,6.7871e-01,6.8338e-01,8.6192e-01,4.3086e-01,6.6292e-02,6.8731e-02,8.9019e-01,8.7129e-01]",39000.0
"[4.1555e-01,1.8174e-01,8.6309e-01,9.0631e-01,8.4784e-01,8.3735e-01,8.1098e-01,3.9889e-02,4.2679e-01,5.8181e-01,5.1819e-01,3.0796e-01,9.2106e-01,2.7759e-01,1.2704e-01,7.8452e-01,5.2748e-02,7.0425e-01,5.4803e-01,3.9603e-01,5.5608e-01,7.7616e-01,4.6258e-02,3.9386e-01,8.7866e-01,7.3598e-01,1.7016e-01,4.0042e-02,6.1031e-01,3.1311e-01,8.9019e-01,8.7129e-01]",39000.0
"[9.4893e-01,4.5337e-01,7.1921e-01,9.0631e-01,9.1916e-01,8.3735e-01,3.6439e-01,4.8528e-01,5.7108e-01,8.7033e-01,5.1819e-01,2.5460e-01,4.0782e-01,3.5039e-01,8.4417e-01,8.4258e-01,4.3424e-01,5.5682e-01,8.7662e-01,9.8690e-01,5.5608e-01,4.3330e-01,7.1203e-02,2.2138e-01,7.6723e-01,6.9460e-01,1.7016e-01,6.4735e-01,8.7009e-01,8.1845e-01,8.9019e-01,6.0026e-02]",39000.0
"[9.6689e-01,3.2836e-01,5.7063e-01,4.9861e-01,8.2622e-01,6.8458e-01,5.1482e-01,3.9889e-02,8.0747e-01,9.4690e-01,1.4748e-01,4.7846e-01,5.6697e-01,3.5039e-01,8.4417e-01,7.8452e-01,9.1848e-01,3.0294e-01,5.9683e-01,9.8690e-01,5.5608e-01,3.4974e-01,7.6562e-01,1.1160e-01,6.7871e-01,9.7674e-01,6.8481e-01,6.2022e-01,5.6556e-01,2.8857e-01,2.6493e-01,8.7129e-01]",39000.0
"[9.6689e-01,3.2836e-01,8.6309e-01,6.0736e-01,9.1916e-01,6.2210e-01,1.5319e-01,3.9889e-02,4.2679e-01,2.7082e-01,5.6061e-01,7.7317e-01,4.0782e-01,7.8488e-01,5.6725e-01,8.8097e-01,4.4212e-01,6.9822e-02,5.8409e-01,9.8690e-01,9.9379e-01,4.3527e-01,4.6258e-02,5.2886e-01,4.2621e-01,9.7674e-01,1.7016e-01,4.3086e-01,4.2051e-01,7.1712e-01,8.9019e-01,8.7129e-01]",39000.0
"[8.5020e-01,3.4663e-01,1.7971e-01,8.5921e-01,9.1916e-01,8.3735e-01,6.1127e-01,3.0726e-01,9.8676e-02,6.2751e-01,6.0639e-01,9.2020e-01,2.6306e-01,3.6031e-01,8.4417e-01,7.8452e-01,4.8003e-01,3.0294e-01,7.5729e-01,3.2753e-01,3.9407e-01,4.3330e-01,4.6258e-02,7.8963e-02,6.7871e-01,9.7674e-01,1.7016e-01,4.9634e-01,1.4028e-01,8.1845e-01,6.6027e-01,8.7129e-01]",39000.0
"[7.5647e-01,9.8612e-01,2.8214e-01,9.0631e-01,9.1916e-01,5.4597e-01,8.7856e-01,4.3478e-01,4.5885e-01,5.8546e-01,1.8167e-01,2.1336e-01,4.0782e-01,7.6819e-01,8.4417e-01,6.1504e-01,6.9373e-03,3.0294e-01,9.2401e-01,9.6378e-01,9.5746e-01,4.3330e-01,4.6258e-02,6.6636e-01,1.5478e-01,9.7674e-01,7.9026e-01,6.7231e-01,1.7735e-01,8.1845e-01,8.9019e-01,9.1576e-01]",39000.0
"[8.9299e-01,2.5529e-01,3.1361e-01,9.0631e-01,6.6469e-01,1.2408e-01,8.2202e-01,3.9889e-02,6.2600e-01,2.2665e-01,5.8966e-01,2.5460e-01,3.5373e-01,3.5951e-01,8.4417e-01,6.3093e-01,7.7585e-01,3.0294e-01,6.6388e-01,9.8690e-01,6.9519e-01,4.3330e-01,4.6258e-02,9.4505e-02,8.1223e-01,3.6245e-02,1.7016e-01,4.3086e-01,9.7337e-01,5.3782e-01,7.7485e-01,1.4419e-01]",39000.0
"[3.7358e-01,3.2570e-01,8.9801e-01,6.3831e-01,7.6068e-01,8.3735e-01,9.5307e-01,2.1480e-01,5.7498e-01,2.7082e-01,9.8178e-01,6.2016e-01,5.4205e-01,3.5039e-01,8.4417e-01,4.0579e-01,4.4212e-01,3.0294e-01,6.2188e-01,4.9030e-01,8.5734e-01,5.5016e-01,3.5677e-02,6.5123e-01,6.7871e-01,9.7674e-01,5.7098e-01,1.0862e-01,1.4177e-02,8.1845e-01,9.0400e-01,8.3734e-01]",39000.0
"[7.2736e-01,3.2836e-01,8.6309e-01,8.1206e-01,9.1916e-01,8.0920e-01,3.6439e-01,2.3704e-01,4.2679e-01,2.7082e-01,5.1819e-01,4.1671e-01,8.2130e-01,3.5039e-01,2.3585e-02,3.0371e-02,2.5118e-01,8.9092e-01,5.1016e-01,9.8690e-01,3.1821e-01,2.5827e-01,6.2091e-01,2.2138e-01,7.3726e-01,7.1721e-01,1.7016e-01,9.6665e-01,9.1466e-01,8.1845e-01,7.9381e-01,8.7129e-01]",39000.0
"[5.4818e-01,4.9160e-01,8.6309e-01,2.7484e-01,9.1916e-01,3.7790e-01,7.8606e-01,4.0146e-02,7.2852e-01,6.3957e-01,8.6952e-01,1.1147e-02,4.0782e-01,2.2282e-01,6.4126e-01,7.8452e-01,3.1560e-01,5.0168e-01,7.3740e-01,9.8690e-01,6.2695e-01,2.0232e-01,4.6258e-02,2.2138e-01,7.3950e-02,5.0948e-01,7.1127e-01,3.8028e-01,4.7432e-01,8.1845e-01,8.4045e-01,5.4370e-01]",39000.0
"[9.6689e-01,3.2836e-01,6.5910e-01,9.0631e-01,9.7211e-01,8.8215e-01,4.9826e-01,5.9613e-01,4.2679e-01,2.7082e-01,3.4625e-01,7.2175e-01,2.8186e-01,3.5039e-01,4.3033e-02,7.8452e-01,4.4212e-01,1.7491e-01,3.1176e-01,9.8690e-01,3.5978e-01,7.5356e-01,6.6853e-01,5.8251e-01,8.2985e-01,4.9424e-01,4.6398e-01,4.3086e-01,8.8317e-01,8.1845e-01,2.8294e-01,8.7129e-01]",39000.0
"[6.2123e-01,8.9051e-01,8.6309e-01,9.0631e-01,9.1916e-01,3.5596e-01,3.6439e-01,2.9157e-01,9.2348e-01,2.7082e-01,7.9816e-01,2.5460e-01,8.5028e-01,8.0336e-01,2.5960e-01,2.3122e-01,4.4212e-01,4.2273e-01,7.8086e-01,8.7188e-01,8.4268e-02,7.4824e-01,7.4414e-01,7.9294e-01,6.7871e-01,9.7674e-01,5.0169e-01,7.5792e-01,2.4389e-01,9.4441e-01,8.9019e-01,6.3328e-01]",39000.0
"[9.6689e-01,3.2836e-01,9.1051e-01,9.3652e-01,6.2959e-01,8.3735e-01,6.1036e-01,5.7348e-01,4.2679e-01,2.5527e-01,5.1819e-01,2.9949e-01,6.5016e-02,3.5039e-01,8.4417e-01,7.8452e-01,4.1535e-01,8.3270e-01,3.2186e-01,9.8690e-01,5.5608e-01,4.3330e-01,4.6258e-02,2.2138e-01,6.7871e-01,9.7674e-01,6.7252e-01,4.1711e-01,5.6556e-01,6.2418e-01,8.9019e-01,8.7129e-01]",39000.0
"[3.0078e-01,8.0177e-01,3.8230e-01,9.0631e-01,9.1916e-01,7.3374e-01,9.5517e-02,4.6142e-01,7.7284e-01,2.7082e-01,5.1819e-01,2.5460e-01,8.8541e-01,4.1638e-01,7.7262e-01,7.8452e-01,3.7826e-02,3.0294e-01,5.4803e-01,6.3171e-01,5.5608e-01,4.3330e-01,4.6258e-02,3.7785e-01,6.7871e-01,4.0623e-01,6.4189e-01,4.3086e-01,5.6556e-01,4.0520e-01,2.2498e-01,9.9772e-01]",39000.0
"[1.4137e-01,9.4439e-01,3.7447e-02,2.3771e-01,9.1916e-01,7.6824e-01,3.6439e-01,3.9889e-02,8.7149e-01,5.0221e-01,6.3261e-01,2.5460e-01,3.8667e-02,3.5039e-01,3.1847e-01,7.8452e-01,6.2489e-01,8.6676e-01,5.4803e-01,7.6400e-01,4.9634e-01,9.1356e-01,4.6258e-02,4.5501e-01,4.3476e-01,9.2512e-01,6.4947e-02,2.5252e-01,7.6906e-01,8.0789e-01,8.9019e-01,3.1514e-01]",39000.0
"[9.6689e-01,3.2836e-01,8.6309e-01,3.4562e-01,2.0313e-01,8.3735e-01,3.9396e-01,5.4537e-01,1.5771e-01,8.0308e-01,5.1819e-01,8.6059e-01,6.3835e-01,3.5039e-01,6.2221e-01,7.8452e-01,4.4212e-01,2.1079e-03,3.5543e-01,9.8690e-01,3.0228e-01,4.3330e-01,4.6258e-02,2.2138e-01,6.7871e-01,9.7674e-01,7.5861e-01,4.9332e-01,3.8410e-01,8.1845e-01,8.9019e-01,7.9519e-01]",39000.0
"[9.6689e-01,4.3909e-01,8.6309e-01,1.6735e-01,2.4616e-01,8.3735e-01,1.6781e-01,3.9889e-02,4.2679e-01,2.7082e-01,3.1999e-01,2.5460e-01,9.1116e-01,9.4618e-01,8.4417e-01,7.8452e-01,8.0844e-01,4.7465e-01,6.3057e-01,9.8690e-01,1.6621e-01,9.8834e-01,6.2900e-01,2.2138e-01,3.5251e-01,9.7674e-01,4.2567e-01,5.5422e-01,5.6609e-01,8.1845e-01,8.9019e-01,8.7129e-01]",39000.0
