Operators   Time
5	47.00
6	48.00
7	61.00
8	48.00
9	45.00
10	52.00
12	48.00
13	49.00
14	48.50
15	46.00
16	52.00
17	51.00
18	50.00
19	51.00
20	50.00
21	52.00
22	50.50
23	52.00
24	53.00
25	54.00
26	56.00
27	54.50
28	58.50
31	60.00
32	199.00
36	212.00
37	202.00
38	194.00
39	197.00
41	201.00
46	175.00
50	223.00
53	201.50
54	250.00
55	168.00
56	218.00
57	254.00
58	221.00
60	199.00
63	236.00
66	263.00
