Operators   Time
5	58.00
6	66.00
7	84.00
8	86.00
9	93.00
10	92.00
12	107.50
13	98.00
14	106.00
15	107.00
16	134.00
17	116.00
18	113.50
19	124.50
20	142.00
21	133.00
22	136.50
23	138.00
24	130.00
25	139.00
26	151.00
27	149.50
28	158.00
31	162.00
32	331.50
36	406.00
37	430.00
38	514.00
39	414.00
41	387.00
46	447.00
50	488.00
53	484.00
54	457.00
55	473.50
56	506.50
57	460.00
58	475.00
60	552.00
63	474.00
66	482.00
